StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7
5/3/2022 7:10,5/3/2022 7:11,100,33,TRUE,5/3/2022 7:11,R_2uQDXJnYIwv7kup,,,,,anonymous,EN,0.899999976,Automobile Store Owner,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:11,5/3/2022 7:11,100,11,TRUE,5/3/2022 7:11,R_vOduHdbxMoO1ffb,,,,,anonymous,EN,0.899999976,Automobile Dealers,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:11,5/3/2022 7:11,100,8,TRUE,5/3/2022 7:11,R_3m7CoC6madbW6uU,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:11,5/3/2022 7:12,100,73,TRUE,5/3/2022 7:12,R_vjplRhYGkcj8Hmh,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:12,5/3/2022 7:13,100,9,TRUE,5/3/2022 7:13,R_31dvFaFsW2tkZ2W,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:13,5/3/2022 7:13,100,34,TRUE,5/3/2022 7:13,R_O3zL7oOQ1siSixb,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:13,5/3/2022 7:13,100,8,TRUE,5/3/2022 7:13,R_3qqUHuvIIu625D4,,,,,anonymous,EN,0.899999976,Automobile Store Owner,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:14,5/3/2022 7:14,100,54,TRUE,5/3/2022 7:14,R_2y7M1l1GtTfQD7c,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:14,5/3/2022 7:15,100,15,TRUE,5/3/2022 7:15,R_9H31inuM1ldmPZL,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:18,5/3/2022 7:19,100,21,TRUE,5/3/2022 7:19,R_1d3HEq05EzEBszA,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:20,5/3/2022 7:20,100,14,TRUE,5/3/2022 7:20,R_1dhJ6rmVxQO7LpV,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:20,5/3/2022 7:20,100,13,TRUE,5/3/2022 7:20,R_z0tAO6Y2N46pv6V,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:20,5/3/2022 7:20,100,16,TRUE,5/3/2022 7:20,R_AKYJxuF2IRcN6fL,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:20,5/3/2022 7:21,100,43,TRUE,5/3/2022 7:21,R_2zCn2gYzHwIiGMF,,,,,anonymous,EN,0.899999976,Car Sales,Almost no effect,"Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:21,5/3/2022 7:21,100,9,TRUE,5/3/2022 7:21,R_29ao2fggOM9YHeB,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:21,5/3/2022 7:22,100,46,TRUE,5/3/2022 7:22,R_3IQZ5PBtpibTSFe,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:22,5/3/2022 7:23,100,43,TRUE,5/3/2022 7:23,R_Z2zgnwNzRBG7Aid,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:23,5/3/2022 7:24,100,67,TRUE,5/3/2022 7:24,R_p3t36pGRNXEGqPL,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Only a few users added (under 10),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:24,5/3/2022 7:27,100,131,TRUE,5/3/2022 7:27,R_3GlGUOBFOkHIuC1,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:27,5/3/2022 7:27,100,12,TRUE,5/3/2022 7:27,R_1OQ8AjaUxI1pt4q,,,,,anonymous,EN,0.899999976,Automobile Store Owner,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:27,5/3/2022 7:28,100,49,TRUE,5/3/2022 7:28,R_etfDEVxzWn7iVUd,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:28,5/3/2022 7:28,100,40,TRUE,5/3/2022 7:28,R_emOLhKm3yhj7xh7,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:28,5/3/2022 7:29,100,42,TRUE,5/3/2022 7:29,R_27QCXkG1EZvOIUD,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:29,5/3/2022 7:31,100,133,TRUE,5/3/2022 7:31,R_3lL45ircIVYWpON,,,,,anonymous,EN,0.899999976,Automobile Company Employees,Almost no effect,"Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:32,5/3/2022 7:33,100,109,TRUE,5/3/2022 7:33,R_0pqKq0hKRTMDSHn,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:33,5/3/2022 7:41,100,434,TRUE,5/3/2022 7:41,R_2easuVpmbyXUIzS,,,,,anonymous,EN,0.899999976,Automobile Store Owner,Almost no effect,"Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:41,5/3/2022 7:41,100,19,TRUE,5/3/2022 7:41,R_3HNbNMhJYqSJTZ7,,,,,anonymous,EN,0.899999976,Automobile Store Owner,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:41,5/3/2022 7:46,100,270,TRUE,5/3/2022 7:46,R_1LaLHEC5PYVigal,,,,,anonymous,EN,0.899999976,Automobile Company Employees,Almost no effect,"Only opened TikTok accounts, and posted some car videos","Don't know at all, but have an idea to try","Generally accept it, with the attitude of trying",Only a few users added (under 10),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:46,5/3/2022 7:47,100,58,TRUE,5/3/2022 7:47,R_XB146tNYRF98EH7,,,,,anonymous,EN,0.899999976,Automobile Store Owner,Almost no effect,"Yes, occasionally use TikTok for live streaming","Don't know at all, but have an idea to try","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have no increase"
5/3/2022 7:47,5/3/2022 7:49,100,117,TRUE,5/3/2022 7:49,R_djtNZFcFBrjo2Yx,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:49,5/3/2022 7:49,100,31,TRUE,5/3/2022 7:49,R_Y4B6dPuK5Q3am2d,,,,,anonymous,EN,0.899999976,Automobile Store Owner,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","Don't know at all, but have an idea to try","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 7:49,5/3/2022 7:50,100,43,TRUE,5/3/2022 7:50,R_1oAMvnedaw0Us3j,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","Don't know at all, but have an idea to try","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 7:50,5/3/2022 7:53,100,179,TRUE,5/3/2022 7:53,R_3j85O3fjWzif56O,,,,,anonymous,EN,0.899999976,Automobile Company Employees,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","Don't know at all, but have an idea to try","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 8:04,5/3/2022 8:05,100,54,TRUE,5/3/2022 8:05,R_DjaN1E6GLuICaEp,,,,,anonymous,EN,,Car Sales,"Yes, there is a general impact","Only opened TikTok accounts, and posted some car videos","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
